time,SSID,BSSID,RSSI
2024-11-17T09:08:44.094,yseng,88:3c:1c:6a:66:c4,-79
2024-11-17T09:08:44.094,대성공 + 대혁신,84:d8:1b:e7:82:9b,-85
2024-11-17T09:08:44.094,iptime53_5G,b0:38:6c:06:65:2c,-92
2024-11-17T09:08:44.094,CM,70:5d:cc:92:04:13,-93
2024-11-17T09:08:44.094,Jecheon_5G,70:5d:cc:34:1c:b0,-93
2024-11-17T09:08:44.094,iptime504_5G,58:86:94:a4:8e:24,-93
2024-11-17T09:08:44.094,SK_WiFiGIGA37D1,3a:5d:dd:a1:37:d3,-94
2024-11-17T09:08:44.094,DIRECT-HCDESKTOP-SM0M06Nms92,c6:bd:e5:18:5e:f7,-88
2024-11-17T09:08:44.094,KT_GiGA_2G_Wave2_AEAA,00:07:89:89:ae:ad,-81
2024-11-17T09:08:44.094,iptime_ace,58:86:94:b5:4a:2e,-84
2024-11-17T09:08:44.094,SK_WiFiGIGAF55C_2.4G,42:23:aa:d4:f5:5e,-87
2024-11-17T09:08:44.094,CM_2G,70:5d:cc:92:04:12,-86
2024-11-17T09:08:44.094,DLive_4A6E,bc:62:ce:95:4a:73,-83
2024-11-17T09:08:44.094,eduroam,00:2c:c8:cb:e0:0f,-92
2024-11-17T09:08:44.094,KUInfo AP,00:2c:c8:cb:e0:0e,-93
2024-11-17T09:08:44.094,KoreaUniv AP,00:2c:c8:cb:e0:0d,-92
2024-11-17T09:08:44.094,U+zone,0a:08:52:99:f1:12,-92
2024-11-17T09:08:44.094,FREE_U+zone,0a:08:52:99:f1:13,-93
2024-11-17T09:08:44.094,PublicWiFi@seoul_250,0a:08:52:99:f1:14,-93
2024-11-17T09:08:44.094,SK_WiFi15B6_5G,00:23:aa:3e:15:b4,-95
2024-11-17T09:08:44.094,TUGS,b2:38:6c:42:bc:18,-94
2024-11-17T09:08:50.102,KT_GiGA_5G_68F5,0c:96:cd:29:68:f8,-81
2024-11-17T09:08:50.102,iptime5G123,b0:38:6c:09:9a:4c,-88
2024-11-17T09:08:50.102,KT_GiGA_1DDF,1c:ec:72:67:1d:e2,-81
2024-11-17T09:08:50.102,DLive5G_F74D,bc:62:ce:ac:f7:4c,-77
2024-11-17T09:08:50.102,KT_GiGA_5G_78B3,0c:96:cd:ee:78:b6,-93
2024-11-17T09:08:50.102,KT_GiGA_Mesh_78B3,12:96:cd:ee:78:b6,-91
2024-11-17T09:08:50.102,order5G,90:9f:33:18:3e:c4,-86
2024-11-17T09:08:50.102,compose anam5,58:86:94:c5:29:8c,-82
2024-11-17T09:08:50.102,vari3840_2,12:7c:61:b3:c3:20,-80
2024-11-17T09:08:50.102,DCT_Eng-5G,70:5d:cc:39:17:c4,-76
2024-11-17T09:08:50.102,SK_WiFiGIGADC7A_5G,50:46:ae:9c:dc:7c,-93
2024-11-17T09:08:50.102,island-3C9550,74:3e:2b:7c:95:57,-83
2024-11-17T09:08:50.102,island-256030,34:fa:9f:65:60:37,-89
2024-11-17T09:08:50.102,KT WiFi,00:30:0d:d9:3a:40,-89
2024-11-17T09:08:50.102,KT WiFi ,0a:30:0d:d9:3a:41,-89
2024-11-17T09:08:50.102,KT_Free_WiFi,0a:30:0d:d9:3a:46,-89
2024-11-17T09:08:50.102,eduroam,00:2c:c8:c1:0a:6f,-86
2024-11-17T09:08:50.102,KUInfo AP,00:2c:c8:c1:0a:6e,-86
2024-11-17T09:08:50.102,KoreaUniv AP,00:2c:c8:c1:0a:6d,-86
2024-11-17T09:08:50.102,eduroam,00:2c:c8:cd:3e:6f,-90
2024-11-17T09:08:50.102,KUInfo AP,00:2c:c8:cd:3e:6e,-90
2024-11-17T09:08:50.102,KoreaUniv AP,00:2c:c8:cd:3e:6d,-89
2024-11-17T09:08:50.102,compose anam5,58:86:94:c5:29:8e,-80
2024-11-17T09:08:50.102,KT_GiGA_5G_AC4C,50:46:ae:13:ac:4f,-84
2024-11-17T09:08:50.102,DLive5G_9CB3,bc:62:ce:1e:9c:b2,-82
2024-11-17T09:08:50.102,SK_WiFiGIGA37D1,3a:5d:dd:a1:37:d3,-85
2024-11-17T09:08:50.102,KT_GiGA_AC4C,50:46:ae:13:ac:50,-82
2024-11-17T09:08:50.102,DLive_4A6E,bc:62:ce:95:4a:73,-85
2024-11-17T09:08:50.102,eduroam,00:2c:c8:cb:e0:0f,-87
2024-11-17T09:08:50.102,KUInfo AP,00:2c:c8:cb:e0:0e,-87
2024-11-17T09:08:50.102,KoreaUniv AP,00:2c:c8:cb:e0:0d,-87
2024-11-17T09:08:50.102,olleh_GiGA_WiFi_DB70,08:5d:dd:89:db:73,-76
2024-11-17T09:08:50.102,KT_GiGA_5G_3485,0a:5d:dd:e1:34:89,-82
2024-11-17T09:08:50.102,yseng_5G,88:3c:1c:6a:66:c3,-82
2024-11-17T09:08:50.102,SO070VOIP9C78,e4:be:ed:27:9c:7a,-82
2024-11-17T09:08:50.102,KT_GiGA_5G_F303,0c:96:cd:74:f3:06,-85
2024-11-17T09:08:50.102,TP-Link_A0A2,3c:52:a1:2b:a0:a2,-80
2024-11-17T09:08:50.102,KT_GiGA_5G_Wave2_AEAA,00:07:89:89:ae:ae,-87
2024-11-17T09:08:50.102,Public WiFi Secure,00:0a:de:1b:98:42,-78
2024-11-17T09:08:50.102,Public WiFi Free,00:0a:de:1b:98:41,-78
2024-11-17T09:08:50.102,DLive5G_F51E,bc:62:ce:b3:f5:1d,-88
2024-11-17T09:08:50.102,wonjin5g,70:5d:cc:07:91:38,-80
2024-11-17T09:08:50.102,MTL_703_1,90:9f:33:93:f5:62,-79
2024-11-17T09:08:50.102,Itsmine5G,90:9f:33:19:4b:44,-93
2024-11-17T09:08:50.102,smartCoin,58:86:94:20:30:d2,-80
2024-11-17T09:08:50.102,202호_5G,58:86:94:45:bc:24,-88
2024-11-17T09:08:50.102,정다래안암점5G,58:86:94:05:f1:b4,-88
2024-11-17T09:08:50.102,Klee5G,58:86:94:98:49:44,-93
2024-11-17T09:08:50.102,티오더-5Gx정다래함박,5a:86:94:cd:fa:70,-85
2024-11-17T09:08:50.102,KT_GiGA_9347,50:46:ae:36:93:4b,-81
2024-11-17T09:08:50.102,iptime,70:5d:cc:3c:f6:a8,-79
2024-11-17T09:08:50.102,행복동505호_5G,70:5d:cc:e8:4c:20,-94
2024-11-17T09:08:50.102,Neo_622 5G,58:86:94:49:9b:f3,-95
2024-11-17T09:08:50.102,red7325G,70:5d:cc:39:0f:84,-94
2024-11-17T09:08:50.102,SK_WiFiGIGA3B7E_2.4G,42:23:aa:5c:3b:7d,-81
2024-11-17T09:08:50.102,LeoMessi,14:eb:b6:bf:ef:92,-94
2024-11-17T09:08:50.102,611_5g,e4:c3:2a:1b:e8:12,-87
2024-11-17T09:08:50.102,ASUS_68,58:11:22:51:56:6c,-93
2024-11-17T09:08:50.102,DLive5G_DBE6,bc:62:ce:ed:db:e5,-85
2024-11-17T09:08:50.102,didim_cafe_5G,60:29:d5:78:16:c5,-87
2024-11-17T09:08:50.102,KT_GiGA_5G_4024,50:46:ae:16:40:27,-88
2024-11-17T09:08:50.102,KT_GiGA_Mesh_4024,56:46:ae:16:40:27,-87
2024-11-17T09:08:50.102,iptime305,90:9f:33:2a:45:7c,-86
2024-11-17T09:08:50.102,DLive_776B,bc:62:ce:95:77:70,-82
2024-11-17T09:08:50.102,DLive_64CC,bc:62:ce:28:64:d1,-79
2024-11-17T09:08:50.102,KleeG,58:86:94:98:49:46,-79
2024-11-17T09:08:50.102,RESLab 703B,64:e5:99:09:fc:b0,-88
2024-11-17T09:08:50.102,DLive_51C1,bc:62:ce:92:51:c6,-81
2024-11-17T09:08:50.102,DLive_1E28,bc:62:ce:1e:1e:2d,-80
2024-11-17T09:08:50.102,[LG_Wall-Mount A/C]8da4,1e:39:29:87:8d:a4,-86
2024-11-17T09:08:50.102,DLive_86C4,bc:62:ce:96:86:c9,-83
2024-11-17T09:08:50.102,DLive_6F1A,dc:8e:8d:1e:6f:1f,-88
2024-11-17T09:08:50.102,DLive_77D0,bc:62:ce:ea:77:d5,-86
2024-11-17T09:08:50.102,eduroam,00:2c:c8:cf:7c:8f,-79
2024-11-17T09:08:50.102,KUInfo AP,00:2c:c8:cf:7c:8e,-79
2024-11-17T09:08:50.102,KoreaUniv AP,00:2c:c8:cf:7c:8d,-79
2024-11-17T09:08:50.102,DLive_4EBB,dc:8e:8d:38:4e:c0,-87
2024-11-17T09:08:50.102,TP-Link_1DD0,d8:47:32:45:1d:d0,-86
2024-11-17T09:08:50.102,eduroam,00:2c:c8:cf:7c:80,-89
2024-11-17T09:08:50.102,KUInfo AP,00:2c:c8:cf:7c:81,-90
2024-11-17T09:08:50.102,티오더1-5Gx신의한수,5a:86:94:c6:14:40,-93
2024-11-17T09:08:56.558,KT_GiGA_5G_68F5,0c:96:cd:29:68:f8,-88
2024-11-17T09:08:56.558,DLive5G_F74D,bc:62:ce:ac:f7:4c,-78
2024-11-17T09:08:56.558,order5G,90:9f:33:18:3e:c4,-88
2024-11-17T09:08:56.558,compose anam5,58:86:94:c5:29:8c,-92
2024-11-17T09:08:56.558,DCT_Eng-5G,70:5d:cc:39:17:c4,-85
2024-11-17T09:08:56.558,티오더1-5G(1)x미우카츠,70:5d:cc:dc:a3:e0,-76
2024-11-17T09:08:56.558,미우카츠-(5G),72:5d:cc:dc:a3:e0,-76
2024-11-17T09:08:56.558,island-3C9550,74:3e:2b:7c:95:57,-84
2024-11-17T09:08:56.558,island-256030,34:fa:9f:65:60:37,-93
2024-11-17T09:08:56.558,KT WiFi,00:30:0d:d9:3a:40,-93
2024-11-17T09:08:56.558,KT WiFi ,0a:30:0d:d9:3a:41,-92
2024-11-17T09:08:56.558,KT_Free_WiFi,0a:30:0d:d9:3a:46,-93
2024-11-17T09:08:56.558,HJH,88:36:6c:6b:5d:b4,-79
2024-11-17T09:08:56.558,DLive5G_9CB3,bc:62:ce:1e:9c:b2,-83
2024-11-17T09:08:56.558,희304,58:86:94:61:75:2a,-90
2024-11-17T09:08:56.558,SK_WiFiGIGA37D1,3a:5d:dd:a1:37:d3,-87
2024-11-17T09:08:56.558,KT_GiGA_AC4C,50:46:ae:13:ac:50,-83
2024-11-17T09:08:56.558,SK_WiFiGIGAF55C_2.4G,42:23:aa:d4:f5:5e,-87
2024-11-17T09:08:56.558,DLive_4A6E,bc:62:ce:95:4a:73,-79
2024-11-17T09:08:56.558,Public WiFi Secure,00:0a:de:1b:98:42,-78
2024-11-17T09:08:56.558,Public WiFi Free,00:0a:de:1b:98:41,-78
2024-11-17T09:08:56.558,Xiaomi_172E,f0:b4:29:e6:17:2f,-83
2024-11-17T09:08:56.558,smartCoin,58:86:94:20:30:d2,-81
2024-11-17T09:08:56.558,정다래안암점5G,58:86:94:05:f1:b4,-82
2024-11-17T09:08:56.558,티오더-5Gx정다래함박,5a:86:94:cd:fa:70,-81
2024-11-17T09:08:56.558,KT_GiGA_F303,0c:96:cd:74:f3:07,-82
2024-11-17T09:08:56.558,DLive5G_DBE6,bc:62:ce:ed:db:e5,-85
2024-11-17T09:08:56.558,202호,58:86:94:45:bc:26,-81
2024-11-17T09:08:56.558,didim_cafe_5G,60:29:d5:78:16:c5,-86
2024-11-17T09:08:56.558,KT_GiGA_5G_4024,50:46:ae:16:40:27,-93
2024-11-17T09:08:56.558,DLive_1E28,bc:62:ce:1e:1e:2d,-81
2024-11-17T09:08:56.558,DLive_86C4,bc:62:ce:96:86:c9,-81
2024-11-17T09:08:56.558,DLive_77D0,bc:62:ce:ea:77:d5,-81
2024-11-17T09:08:56.558,KT_GiGA_2G_3485,08:5d:dd:e1:34:89,-84
2024-11-17T09:08:56.558,SK_WiFiGIGAE2D7,00:23:aa:68:e2:d6,-86
2024-11-17T09:08:56.558,희망동302호,58:86:94:a4:00:c6,-88
2024-11-17T09:08:56.558,고통스팟,28:ac:67:4e:9e:b0,-84
2024-11-17T09:08:56.558,LeoMessi,14:eb:b6:bf:ef:93,-85
2024-11-17T09:08:56.558,KT_GiGA_2G_7F24,88:3c:1c:6b:7f:28,-85
2024-11-17T09:08:56.558,wonjin,70:5d:cc:07:91:3a,-84
2024-11-17T09:08:56.558,beanology,72:5d:cc:4a:f3:00,-84
2024-11-17T09:08:56.558,KT_GiGA_5G_FA4D,50:46:ae:b1:fa:50,-87
2024-11-17T09:08:56.558,KT_GiGA_589E,0c:96:cd:5b:58:a2,-88
2024-11-17T09:08:56.558,builtm5G,58:86:94:c3:25:3c,-81
2024-11-17T09:08:56.558,301_5G,58:86:94:58:fc:9c,-91
2024-11-17T09:08:56.558,iptime5G,58:86:94:30:ae:0c,-92
2024-11-17T09:08:56.558,ipptime,70:5d:cc:ce:3c:42,-79
2024-11-17T09:08:56.558,SO070VOIP0CBC,e4:be:ed:9d:0c:be,-87
2024-11-17T09:08:56.558,olleh_GiGA_WiFi_8369,00:07:89:51:83:6d,-86
2024-11-17T09:08:56.558,olleh_WiFi_8369,00:07:89:51:83:6c,-85
2024-11-17T09:08:56.558,U+NetC064,80:ca:4b:64:c0:66,-82
2024-11-17T09:08:56.558,WINIX SMART Air,84:72:07:42:ad:d6,-80
2024-11-17T09:08:56.558,iptime,90:9f:33:a7:81:60,-87
2024-11-17T09:08:56.558,chingoone친구네,08:5d:dd:25:ad:9c,-93
2024-11-17T09:08:56.558,SK_WiFiGIGA3B7E,00:23:aa:5c:3b:7d,-81
2024-11-17T09:08:56.558,SK_WiFi28A0,b4:a9:4f:59:28:a2,-85
2024-11-17T09:08:56.558,U+NetCF58,80:ca:4b:09:cf:5a,-85
2024-11-17T09:08:56.558,SK_WiFiGIGA37D1_2.4G,3a:5d:dd:a1:37:d4,-82
2024-11-17T09:08:56.558,티오더-2Gx정다래함박,58:86:94:9d:fa:70,-81
2024-11-17T09:08:56.558,TP-Link_EC80,e4:fa:c4:4b:ec:80,-80
2024-11-17T09:08:56.558,SK_WiFiGIGAF55C,00:23:aa:d4:f5:5e,-84
2024-11-17T09:08:56.558,iptime,58:86:94:30:ae:0e,-81
2024-11-17T09:08:56.558,U+NetAB75,88:3c:1c:92:ab:74,-92
2024-11-17T09:08:56.558,DLive_A48B,bc:62:ce:96:a4:90,-87
2024-11-17T09:08:56.558,DLive_2A62,bc:62:ce:96:2a:67,-83
2024-11-17T09:09:02.212,iptime5G123,b0:38:6c:09:9a:4c,-87
2024-11-17T09:09:02.212,DLive5G_F74D,bc:62:ce:ac:f7:4c,-77
2024-11-17T09:09:02.212,order5G,90:9f:33:18:3e:c4,-87
2024-11-17T09:09:02.212,DCT_Eng-5G,70:5d:cc:39:17:c4,-89
2024-11-17T09:09:02.212,island-3C9550,74:3e:2b:7c:95:57,-93
2024-11-17T09:09:02.212,island-256030,34:fa:9f:65:60:37,-93
2024-11-17T09:09:02.212,KT WiFi,00:30:0d:d9:3a:40,-95
2024-11-17T09:09:02.212,KT WiFi ,0a:30:0d:d9:3a:41,-94
2024-11-17T09:09:02.212,KT_Free_WiFi,0a:30:0d:d9:3a:46,-95
2024-11-17T09:09:02.212,SO070VOIP1CBD,bc:e0:01:d8:1c:bf,-87
2024-11-17T09:09:02.212,DLive5G_9CB3,bc:62:ce:1e:9c:b2,-79
2024-11-17T09:09:02.212,DCT_Eng,70:5d:cc:39:17:c6,-81
2024-11-17T09:09:02.212,DLive_4A6E,bc:62:ce:95:4a:73,-84
2024-11-17T09:09:02.212,SO070VOIP9C78,e4:be:ed:27:9c:7a,-82
2024-11-17T09:09:02.212,Xiaomi_172E,f0:b4:29:e6:17:2f,-82
2024-11-17T09:09:02.212,wonjin5g,70:5d:cc:07:91:38,-76
2024-11-17T09:09:02.212,정다래안암점5G,58:86:94:05:f1:b4,-85
2024-11-17T09:09:02.212,티오더-5Gx정다래함박,5a:86:94:cd:fa:70,-80
2024-11-17T09:09:02.212,red7325G,70:5d:cc:39:0f:84,-88
2024-11-17T09:09:02.212,SK_WiFiGIGA3B7E_2.4G,42:23:aa:5c:3b:7d,-80
2024-11-17T09:09:02.212,LeoMessi,14:eb:b6:bf:ef:92,-94
2024-11-17T09:09:02.212,DLive5G_DBE6,bc:62:ce:ed:db:e5,-82
2024-11-17T09:09:02.212,didim_cafe_5G,60:29:d5:78:16:c5,-86
2024-11-17T09:09:02.212,KT_GiGA_5G_4024,50:46:ae:16:40:27,-90
2024-11-17T09:09:02.212,DLive_51C1,bc:62:ce:92:51:c6,-83
2024-11-17T09:09:02.212,DLive_1E28,bc:62:ce:1e:1e:2d,-88
2024-11-17T09:09:02.212,DLive_86C4,bc:62:ce:96:86:c9,-85
2024-11-17T09:09:02.212,티오더1-5Gx신의한수,5a:86:94:c6:14:40,-94
2024-11-17T09:09:02.212,SK_WiFiGIGAE2D7,00:23:aa:68:e2:d6,-86
2024-11-17T09:09:02.212,고통스팟,28:ac:67:4e:9e:b0,-85
2024-11-17T09:09:02.212,KT_GiGA_2G_7F24,88:3c:1c:6b:7f:28,-85
2024-11-17T09:09:02.212,KT_GiGA_5G_FA4D,50:46:ae:b1:fa:50,-81
2024-11-17T09:09:02.212,builtm5G,58:86:94:c3:25:3c,-78
2024-11-17T09:09:02.212,iptime5G,58:86:94:30:ae:0c,-87
2024-11-17T09:09:02.212,olleh_GiGA_WiFi_8369,00:07:89:51:83:6d,-83
2024-11-17T09:09:02.212,U+NetC064,80:ca:4b:64:c0:66,-79
2024-11-17T09:09:02.212,iptime,90:9f:33:a7:81:60,-87
2024-11-17T09:09:02.212,chingoone친구네,08:5d:dd:25:ad:9c,-90
2024-11-17T09:09:02.212,SK_WiFi28A0,b4:a9:4f:59:28:a2,-82
2024-11-17T09:09:02.212,U+NetCF58,80:ca:4b:09:cf:5a,-87
2024-11-17T09:09:02.212,SO070VOIP29F2,00:72:63:71:29:f4,-83
2024-11-17T09:09:02.212,SK_WiFiGIGAE2D7_2.4G,42:23:aa:68:e2:d6,-84
2024-11-17T09:09:02.212,passnlock_iot,5c:a6:e6:43:18:6c,-88
2024-11-17T09:09:02.212,DLive5G_6F1A,dc:8e:8d:1e:6f:19,-88
2024-11-17T09:09:02.212,DLive5G_A912,bc:62:ce:f5:a9:11,-88
2024-11-17T09:09:02.212,KT_GiGA_Mesh_4024,56:46:ae:16:40:28,-80
2024-11-17T09:09:02.212,aerro,58:86:94:34:f9:60,-97
2024-11-17T09:09:02.212,iptime_mscho111_5G,58:86:94:05:98:f8,-91
2024-11-17T09:09:02.212,SK_WiFiGIGA8308_5G,42:09:a5:02:83:0b,-93
2024-11-17T09:09:02.212,303ho,58:86:94:e5:0a:28,-86
2024-11-17T09:09:02.212,SK_WiFiGIGA37D1_5G,08:5d:dd:a1:37:d3,-87
2024-11-17T09:09:02.212,KT_GiGA_2G_Wave2_294B,60:29:d5:13:29:4f,-81
2024-11-17T09:09:02.212,Kevin_2G,06:29:d5:73:f6:d2,-81
2024-11-17T09:09:02.212,SK_WiFiGIGA01EB,42:23:aa:8c:01:e9,-95
2024-11-17T09:09:02.212,deluxe_5G,1c:b7:2c:75:65:d4,-94
2024-11-17T09:09:02.212,aerro2.4,58:86:94:34:f9:62,-85
2024-11-17T09:09:02.212,KT_GiGA_didim_lounge_2G,0c:96:cd:a2:a4:1e,-87
2024-11-17T09:09:02.212,order,92:9f:33:48:3e:c4,-82
2024-11-17T09:09:02.212,DLive_F51E,bc:62:ce:b3:f5:23,-79
2024-11-17T09:09:02.212,KT_GiGA_2G_kpee,88:3c:1c:15:61:84,-90
2024-11-17T09:09:02.212,SO070VOIPAB46,04:5e:a4:3e:ab:48,-86
2024-11-17T09:09:02.212,DLive_A912,bc:62:ce:f5:a9:17,-83
2024-11-17T09:09:02.212,SK_WiFiGIGAC128_2.4G,04:09:a5:12:c1:2b,-85
2024-11-17T09:09:02.212,SO070VOIP026E,04:8d:38:1d:02:70,-84
2024-11-17T09:09:02.212,mijibd,64:e5:99:c1:55:d0,-86
2024-11-17T09:09:02.212,S. Park,70:5d:cc:4e:0c:a8,-89
2024-11-17T09:09:09.592,티오더1-5G(2)x미우카츠,70:5d:cc:dc:a3:de,-76
2024-11-17T09:09:09.592,order5G,90:9f:33:18:3e:c4,-83
2024-11-17T09:09:09.592,DCT_Eng-5G,70:5d:cc:39:17:c4,-92
2024-11-17T09:09:09.592,티오더1-5G(1)x미우카츠,70:5d:cc:dc:a3:e0,-79
2024-11-17T09:09:09.592,미우카츠-(5G),72:5d:cc:dc:a3:e0,-79
2024-11-17T09:09:09.592,island-3C9550,74:3e:2b:7c:95:57,-86
2024-11-17T09:09:09.592,island-256030,34:fa:9f:65:60:37,-94
2024-11-17T09:09:09.592,SK_WiFiGIGA37D1,3a:5d:dd:a1:37:d3,-88
2024-11-17T09:09:09.592,olleh_GiGA_WiFi_DB70,08:5d:dd:89:db:73,-87
2024-11-17T09:09:09.592,정다래안암점5G,58:86:94:05:f1:b4,-82
2024-11-17T09:09:09.592,티오더-5Gx정다래함박,5a:86:94:cd:fa:70,-80
2024-11-17T09:09:09.592,red7325G,70:5d:cc:39:0f:84,-88
2024-11-17T09:09:09.592,DLive5G_DBE6,bc:62:ce:ed:db:e5,-84
2024-11-17T09:09:09.592,didim_cafe_5G,60:29:d5:78:16:c5,-84
2024-11-17T09:09:09.592,KT_GiGA_5G_4024,50:46:ae:16:40:27,-85
2024-11-17T09:09:09.592,DLive_86C4,bc:62:ce:96:86:c9,-86
2024-11-17T09:09:09.592,티오더1-5Gx신의한수,5a:86:94:c6:14:40,-90
2024-11-17T09:09:09.592,KT_GiGA_2G_7F24,88:3c:1c:6b:7f:28,-79
2024-11-17T09:09:09.592,beanology,72:5d:cc:4a:f3:00,-79
2024-11-17T09:09:09.592,iptime5G,58:86:94:30:ae:0c,-78
2024-11-17T09:09:09.592,SO070VOIP0CBC,e4:be:ed:9d:0c:be,-79
2024-11-17T09:09:09.592,olleh_GiGA_WiFi_8369,00:07:89:51:83:6d,-89
2024-11-17T09:09:09.592,U+NetC064,80:ca:4b:64:c0:66,-80
2024-11-17T09:09:09.592,chingoone친구네,08:5d:dd:25:ad:9c,-86
2024-11-17T09:09:09.592,U+NetCF58,80:ca:4b:09:cf:5a,-82
2024-11-17T09:09:09.592,SK_WiFiGIGA37D1_2.4G,3a:5d:dd:a1:37:d4,-80
2024-11-17T09:09:09.592,passnlock_iot,5c:a6:e6:43:18:6c,-82
2024-11-17T09:09:09.592,DLive5G_6F1A,dc:8e:8d:1e:6f:19,-81
2024-11-17T09:09:09.592,DLive5G_A912,bc:62:ce:f5:a9:11,-85
2024-11-17T09:09:09.592,SK_WiFiGIGA37D1_5G,08:5d:dd:a1:37:d3,-84
2024-11-17T09:09:09.592,SK_WiFiGIGA01EB,42:23:aa:8c:01:e9,-93
2024-11-17T09:09:09.592,aerro2.4,58:86:94:34:f9:62,-85
2024-11-17T09:09:09.592,SO070VOIP01D8,04:5e:a4:3f:01:da,-80
2024-11-17T09:09:09.592,SO070VOIP08BC,04:5e:a4:3f:08:be,-83
2024-11-17T09:09:09.592,KT_GiGA_5G_F303,0c:96:cd:74:f3:06,-85
2024-11-17T09:09:09.592,DLive5G_F51E,bc:62:ce:b3:f5:1d,-85
2024-11-17T09:09:09.592,DLive5G_86C4,bc:62:ce:96:86:c3,-88
2024-11-17T09:09:09.592,SK_WiFiGIGA4FD6_2.4G,42:23:aa:5f:4f:d5,-79
2024-11-17T09:09:09.592,SK_WiFi5BFA,b4:a9:4f:59:5b:fc,-82
2024-11-17T09:09:09.592,SO070VOIP8E87,04:8d:38:d5:8e:89,-80
2024-11-17T09:09:09.592,iptime5G,88:36:6c:e7:19:b6,-89
2024-11-17T09:09:09.592,SK_WiFiGIGA4FD6,42:23:aa:5f:4f:d4,-93
2024-11-17T09:09:09.592,SK_WiFiGIGA4FD6_5G,00:23:aa:5f:4f:d4,-93
2024-11-17T09:09:09.592,SK_WiFi5C3C,b4:a9:4f:59:5c:3e,-82
2024-11-17T09:09:09.592,SK_WiFiGIGAE2D7_5G,00:23:aa:68:e2:d5,-91
2024-11-17T09:09:09.592,dlink-BD48-5GHz,a0:ab:1b:85:bd:4a,-94
2024-11-17T09:09:09.592,SK_WiFiGIGAE2D7,42:23:aa:68:e2:d5,-90
2024-11-17T09:09:09.592,KT_GiGA_Mesh_4024,56:46:ae:16:40:27,-85
2024-11-17T09:09:09.592,SK_WiFi5C39,b4:a9:4f:59:5c:3b,-84
2024-11-17T09:09:09.592,DLive_6A94,bc:62:ce:ea:6a:99,-81
2024-11-17T09:09:09.592,[LG_CeilingCassette A/C]8a1e,1e:39:29:ad:8a:1e,-84
2024-11-17T09:09:09.592,iptime,88:36:6c:aa:83:52,-86
2024-11-17T09:09:09.592,TP-Link_DF54,30:de:4b:80:df:54,-83
2024-11-17T09:09:22.662,티오더1-5G(2)x미우카츠,70:5d:cc:dc:a3:de,-79
2024-11-17T09:09:22.662,DLive5G_F74D,bc:62:ce:ac:f7:4c,-76
2024-11-17T09:09:22.662,order5G,90:9f:33:18:3e:c4,-86
2024-11-17T09:09:22.662,DCT_Eng-5G,70:5d:cc:39:17:c4,-91
